movieId,title,all_tags
106076,Precision: The Measure of All Things (2013),"documentary, science, history, technology, youtube"
106078,"Great Texas Dynamite Chase, The (1976)","action, romance, comedy, drama, crime"
106082,Shock and Awe: The Story of Electricity (2011),"documentary, science, history, technology, youtube"
106090,Tortured (2008),"crime, thriller"
106092,Disfigured (2008),drama
106094,Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: TÃ´kyÃ´ S.O.S.) (2003),"action, shobijin, mothra, toho, bd-r, godzilla, kaiju, fantasy, tokyo, mechagodzilla, mecha, sci-fi"
106098,Science and Islam (2009),"documentary, science, religion, history, islam, youtube"
106100,Dallas Buyers Club (2013),"fda, usa, death, cowboy, transexual, dying, dramatic, inspirational, transgender, drama, biography, texas, aids, uplifting, medical, drugs, homophobia, disease"
106102,Gambit (2012),"heist, comedy, london, caper, crime"
106107,Order and Disorder (2009),"documentary, mathematics, science, history, youtube"
106109,"Masquerade (Gwanghai, Wangyidoen namja) (2012)","costumes, dramatic, humorous, drama, historical, history, korean"
106111,Marc Maron: Thinky Pain (2013),"comedy, sarcasm"
106113,Such Hawks Such Hounds (2008),"documentary, doom, musicians, kyuss, metal"
106115,"Story of Science, The (2010)","documentary, history, science, youtube"
106136,Beatdown (2010),"action, crime, thriller"
106138,You May Not Kiss the Bride (2011),"action, romance, comedy, crime"
106141,Bad Chicken (2013),comedy
106144,"Selfish Giant, The (2013)","loneliness, depression, bleak, drama"
106147,Changing Sides (De l'autre cÃ´tÃ© du lit) (2008),"comedy, gender-bending"
106156,London - The Modern Babylon (2012) ,"england, documentary, london"
106158,La discrÃ¨te (1990),"romance, drama, bittersweet"
106160,Bekas (2012),drama
106163,"Touch of Sin, A (Tian zhu ding) (2013)","acting, violence, melancholic, wuxia, drama, modernity, thought-provoking"
106165,More Than Honey (2012),"documentary, environment, concerning, bees, critical, sustainability"
106168,"Man Who Captured Eichmann, The (1996)","drama, war"
106170,"Patriots, The (Patriotes, Les) (1994)",thriller
106173,Looking for Lenny (2011) ,"documentary, politics, comedians"
106188,Beau Brummel (1924),"bd-r, romance, drama"
106190,Red Garters (1954),"western, comedy, musical"
106193,Les Formidables (Gang-jeok) (2006),"bd-r, action, crime, adventure"
106195,How I Live Now (2013),"action, drama, war, thriller, racist, conversative, post-apocalyptic, atmospheric, gritty, realist"
106197,Girl Most Likely (2012),"comedy, family, writer"
106200,Hours (2013),"death, louisiana, drama, hurricane, thriller, struggle"
106202,Free The Mind (2012),documentary
106204,Pieta (2013),"revenge, drama"
106208,Stuck (2013) ,"documentary, orphans"
106210,Errors of the Human Body (2012) ,"death, dark, drama, thriller, mystery, sci-fi"
106212,Root of All Evil? (2006),"documentary, israel, science, religion, jerusalem, irreligion, youtube, atheism"
106214,What If ... (2010),drama
106220,Aziz Ansari: Buried Alive (2013),"comedy, insightful"
106222,Aziz Ansari: Dangerously Delicious (2012),"comedy, uneven, likeable, funny, repetitive"
106224,24 Hours on Craigslist (2005),documentary
106226,Clandestine Childhood (2011),drama
106228,Libre Ã©change (2010),comedy
106230,Free Radicals:  A History of Experimental Film (2012),"bd-r, documentary"
106232,"Reformer and the Redhead, The (1950)","comedy, romance"
106234,Great Expectations (2012),"orphans, drama, bildungsroman"
106236,Somm (2012),"documentary, drinking, brolove, wine"
106238,Amber Alert (2012) ,thriller
106240,Free Birds (2013),"action, children, comedy, animation, adventure, thanksgiving, btaegekids, sci-fi"
106243,Godzilla Against MechaGodzilla (Gojira tai Mekagojira) (2002),"action, toho, bd-r, godzilla, thriller, kaiju, mechagodzilla, mecha, sci-fi"
106245,Latitude Zero (Ido zero daisakusen) (1969),"action, adventure, sci-fi"
106250,3 Little Ninjas and the Lost Treasure (1990),action
106254,Boy Wonder (2010),"action, drama, crime"
106256,"Day Lincoln Was Shot, The (1998)",drama
106268,Beautiful Dreamer: Brian Wilson and the Story of 'Smile' (2004),"documentary, musicians"
106270,Because You're Mine (1952),"bd-r, comedy, musical"
106272,Bed & Breakfast: Love is a Happy Accident (Bed & Breakfast) (2010),"comedy, romance"
106275,"Crew, The (1994)","drama, thriller"
106277,Breathing Fire (1991),action
106295,"Castle of the Living Dead (Castello Dei Morti Vivi, Il) (1964)","horror, witch, bd-r, thriller, sci-fi"
106297,"Sword and the Dragon, The (Ilya Muromets) (1956)","magic, classic, russian, dragons, mythology, war, fantasy, trilogy, adventure"
106300,"Day The Earth Froze, The (Sampo) (1959)","magic, classic, witch, russian, mythology, fantasy, trilogy, adventure"
106302,Silmido (2003),"action, assassination, drama, war"
106306,Snowball Effect: The Story of 'Clerks' (2004),documentary
106310,In Tranzit (2008),"drama, war"
106320,"Breed, The (2001)","vampires, action, horror, adventure"
106326,Things We Do For Love (Kaikella rakkaudella) (2013),drama
106330,Last Vegas (2013),"romance, nudity, friendship, comedy, drama"
106332,Muscle Shoals (2013),"documentary, bd-r, music, musicians, alabama"
106334,"Hollow Crown, The (2012)","mini-series, shakespeare, drama"
106336,So Young (Zhi wo men zhong jiang shi qu de qing chun) (2013),drama
106342,Different from You and Me (Anders als du und ich) (1957) ,drama
106344,"Starving Games, The (2013)","comedy, parody"
106346,W.C. Fields and Me (1976),drama
106348,Outside the Law (2002),action
106351,Apache Territory (1958) ,"western, action"
106353,Holes in My Shoes (2006),"documentary, inspirational, aging, strongman"
106355,Apartment 4E (2012) ,"drama, mystery"
106363,Lumihiutalemuodostelma (2012),"comedy, drama"
106365,"Super Cops, The (1974)","action, bd-r, comedy, drama, thriller, crime"
106369,Panic Button (2011),"horror, revenge, facebook, thriller, technology"
106374,Painless (Insensibles) (2012) ,"horror, death, war, fantasy, love, mystery"
106376,"Lords of Discipline, The (1983)",thriller
106378,Won Ton Ton: The Dog Who Saved Hollywood (1976),comedy
106387,"Bucket of Blood, A (Dark Secrets) (Death Artist, The) (1995)","comedy, horror, thriller"
106389,Buttcrack (1998),"comedy, horror"
106391,Card Subject To Change (2010),documentary
106397,Stephen Tobolowsky's Birthday Party (2005),"comedy, drama, documentary"
106399,"Wonderful Crook, The (Pas si mÃ©chant que Ã§a) (1975)","drama, crime, romance"
106401,Le convoyeur (2004),"drama, crime, thriller"
106403,"Conclave, The (2006)",drama
106405,Making the Boys (2011) ,"documentary, gay, homosexuality"
106407,Seduced and Abandoned (2013),"comedy, documentary"
106417,Absent (Ausente) (2011),"gay, drama, thriller"
106421,"Institute, The (2013)",documentary
106423,Dreamworld (2012),"comedy, romance, drama"
106431,Chasing Ghosts: Beyond the Arcade (2007) ,documentary
106434,Chillers (1987),horror
106436,For Those in Peril (2013),drama
106438,Philomena (2013),"sad, christianity, comedy, pacing, bd-video, drama, journalism, religion, nuns, catholicism, adoption, corruption, ireland, bittersweet, story, atheism"
106441,"Book Thief, The (2013)","nazis, children, drama, war, narration, writer, antisemitism, boys, books, germany, touching"
106443,"Best Man Holiday, The (2013)","comedy, drama, dramedy"
106450,Chicago Overcoat (2009),"action, drama"
106452,Ida (2013),"photography, drama, religion, poland, jewish"
106455,Metal Brothers (Mammas pojkar) (2012),comedy
106458,"Tiger from Tjampa, The (Harimau Tjampa) (1953)",drama
106460,Curse of the Oily Man (Sumpah orang minyak) (1956) ,"fantasy, drama, thriller"
106462,"Fiancee, The (Parineeta) (1953)",drama
106464,Aningaaq (2013),drama
106466,"White Shadow, The (1924)",drama
106471,One Piece Film: Strong World (2009),"action, monster, comedy, anime, animation, evolution, pirates, fantasy, adventure"
106473,One Piece Film Z (2012),"action, anime, animation, pirates, fantasy, adventure"
106475,Caught Inside (2010),"action, creepy, horror, australian, surfing, sea, disturbing, thriller, suspenseful, suspense, adventure, crazy"
106483,All Mine to Give (1957),"bd-r, romance, drama"
106485,China O'Brien (1990),action
106487,"Hunger Games: Catching Fire, The (2013)","romance, costumes, silly, dictatorship, gritty, future, sci-fi, action, adaptation, getdvd, pistol, threat, dystopia, acting, oppression, imax, dialogue, adventure, revolution, lightning, propaganda"
106489,"Hobbit: The Desolation of Smaug, The (2013)","innovative, tolkien, hobbit, smaug, irrelevant, abomination, sauron, action, boring, long, reviewed, fantasy, acting, dragon, imax, franchise, dialogue, dragons, adventure, epic, trilogy"
106491,47 Ronin (2013),"action, romance, costumes, campy, supernatural, revenge, anime, ending, pretentious, cliched, fantasy, dutch, love, samurai, adventure, cartoon, mediocre"
106493,"Scarlet Letter, The (Der scharlachrote Buchstabe) (1973)",drama
106495,"Girl From Nowhere, The (2012)","romance, drama"
106498,"Magic Voyage of Sindbad, The (Sadko) (1953)","magic, classic, russian, pirates, mythology, fantasy, adventure"
106501,"Chameleon, The (2010) ",drama
106503,"Enemies of Reason, The (2007)","documentary, rationality, science, freethinking, medicine, youtube, atheism"
106506,World War II: When Lions Roared (1994),"drama, war"
106508,"Dyatlov Pass Incident, The (Devil's Pass) (2013)","horror, teleportation, thriller, mystery, handycam"
106510,"It's the Easter Beagle, Charlie Brown! (1974)","comedy, children, animation"
106515,Vali (2009),"action, drama"
106517,De la servitude moderne (2009),documentary
106519,WikiRebels: The Documentary (2010),"documentary, wikileaks"
106521,Beyond the Time Barrier (1960),sci-fi
106525,"Crystal Ball, The (1943)",comedy
106527,Chocchan's Story (Chocchan monogatari) (1996),"drama, animation, war"
106529,Dominion Tank Police (Dominion) (1988),"action, comedy, animation, sci-fi"
106538,Flesh (1968),drama
106540,Delivery Man (2013),"remake, heartwarming, comedy, drama, parenthood"
106542,Charlie Countryman (2013),"action, romance, comedy, emotional, accents, love"
106549,Back to the USSR - takaisin Ryssiin (1992),"comedy, drama"
106559,Bad Biology (2008),"comedy, fantasy, thriller"
106561,Krrish 3 (2013),"action, virus, fantasy, superhero, adventure, sci-fi"
106563,Once Upon a Scoundrel (1974),comedy
106565,Emotion (1966),"vampires, horror, experimental, comedy, funny, seen, short"
106579,Tales from the Organ Trade (2013),"documentary, crime"
106581,Bells of Capistrano (1942),western
106583,Berlin Express (1948),"bd-r, drama, thriller, crime, film-noir"
106590,Hansel & Gretel (2013),"mockbuster, horror"
106592,"Happy Poet, The (2010)","comedy, romance, drama"
106594,Red Flag (2012),"comedy, romance, drama"
106599,Breakout (2013),action
106607,Plankton (1994),horror
106609,Shatter Dead (1994),horror
106611,"Club, The (1994)",horror
106614,"Christmas Party, The (Joulubileet) (1996)",comedy
106616,End of the World (1977),"thriller, sci-fi, mystery"
106618,My Louisiana Sky (2001),drama
106620,Z.P.G. (1972),"robot, dystopia, overpopulation, drama, thriller, smog, pregnancy, future, sci-fi"
106624,Twice Born (Venuto al mondo) (2012),"romance, drama, war"
106634,"Raisin in the Sun, A (2008)",drama
106642,"Day of the Doctor, The (2013)","intelligent, drama, time, clever, adventure, doctors, sci-fi"
106644,"Story of Esther Costello, The (1957)",drama
106646,"Somewhat Gentle Man, A (En ganske snill mann) (2010)","comedy, drama, crime"
106648,Guilty of Romance (Koi no tsumi) (2011) ,"exploitive, drama, horror, crime"
106672,Club Fed (1990),comedy
106674,Crackerjack (1994),action
106676,Crime Wave (1985),"comedy, adventure"
106680,"Wankers, The (Les branleuses) (2011)","documentary, docventures"
106682,Apollo Zero (2009),"documentary, nasa"
106684,Zero 2 (2010),"comedy, thriller"
106686,JosÃ© and Pilar (JosÃ© e Pilar) (2010),documentary
106688,Crocodile (2000),"horror, thriller"
106690,"Mating of Millie, The (1948)","comedy, romance"
106696,Frozen (2013),"romance, musical, princess, costumes, ice, wintry, watched, feminist, winter, siblings, disney, characters, olaf, cliche, comedy, animation, fantasy, sweet, beautiful, sisters, trolls, dialogue, script, adventure, cute, magic, pacing, music, snow, storyline, love, writing, royalty, themes"
106698,"Ninja, A Band of Assassins (Shinobi No Mono) (1962)","ninja, action, drama, honorless, goemon"
106700,"Ferryman, The (2007)","fantasy, horror, thriller"
106702,"Strange Case of Dr. Jekyll and Miss Osbourne, The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes) (1981)","horror, erotic"
106704,Disco Godfather (1979),"bd-r, action, drama, crime"
106722,Crisis: Behind a Presidential Commitment (1963),"documentary, bd-r, segregation, history, racism, alabama, politics"
106725,"China Lake Murders, The (1990)","drama, thriller"
106727,9 Month Stretch (9 mois ferme) (2013),comedy
106729,"Galaxy Invader, The (1985)","dvd-video, sci-fi"
106734,Marfa Girl (2012),drama
106736,Bad Girls Go To Hell (1965),"exploitation, drama"
106739,Thankskilling (2009),"horror, turkey, campy, slasher, comedy, revenge, ridiculous, parody"
106741,ThanksKilling 3 (2012) ,"comedy, horror, turkey, slasher"
106745,"Stranger, The (Straniero, Lo) (1967)","phylosophycal, drama"
106747,Circles (Krugovi) (2013),drama
106749,Mr. Morgan's Last Love (2013),"death, dramatic, comedy, drama, paris, loss, nostalgic"
106751,"MisÃ©rables in Concert, Les (1996)","musical, drama"
106753,Shed No Tears (KÃ¤nn ingen sorg) (2013),"romance, musical, drama"
106762,Trigun: Badlands Rumble (2010),"action, western, anime, animation, desert, sci-fi"
106766,Inside Llewyn Davis (2013),"boring, manhattan, depressing, melancholic, drama, cinematography, cats, reviewed, musicians, atmospheric, surreal, funny"
106768,"Wind Journeys, The (Viajes del viento, Los) (2009)","bd-r, drama"
106782,"Wolf of Wall Street, The (2013)","costumes, astounding, scorsese, narration, greed, soundtrack, voiceover, prostitution, provocative, long, enfp, comedy, drama, reviewed, orgies, profanity, anti-hero, sinister, midgets, inaccurate, money, scams, oscar, intense, eye-opening, overlong, finance, drugs, greedy, repetitive, strippers, economics, length, misogynistic, overacting, betrayal, amoral, excess, funny, sex, crime"
106785,Homefront (2013),"father-daughter, action, ex-cop, revenge, feel-good, thriller, cliched, drugs, statham, crime"
106791,Cut and Run (Inferno in diretta) (1985),"horror, adventure, thriller"
106794,Cyberjack (Virtual Assassin) (1995),"action, sci-fi"
106820,Marriage Material (2012),drama
106822,Shadows of a Hot Summer (StÃ­ny horkÃ©ho lÃ©ta) (1978),"drama, thriller"
106824,Scissere (1982),drama
106832,7th Cavalry (Seventh Cavalry) (1956),western
106834,"Deeper Shade of Blue, A (2011)",documentary
106839,Mandela: Long Walk to Freedom (2013),"drama, biography, reviewed, biopic, africa"
106841,August: Osage County (2013),"boring, comedy, drama, dreary, humorless, oklahoma, secrets"
106848,Gamera: The Giant Monster (DaikaijÃ» Gamera) (1965),"kaiju, gamera, sci-fi"
106850,"Tale of Zatoichi, The (ZatÃ´ichi monogatari) (ZatÃ´ichi 1) (1962)","zatoichi, yakuza, blindness, drama, masseur, samurai, seen, criterion"
106852,"Tale of Zatoichi Continues, The (Zoku ZatÃ´ichi monogatari) (ZatÃ´ichi 2) (1962)","action, zatoichi, drama, fugitive, seen, criterion"
106854,Angels Sing (2013),"comedy, drama"
106859,Amen (2013),"musical, drama"
106861,Violette (2013),"drama, biography"
106863,Concrete Night (BetoniyÃ¶) (2013),drama
106866,Days Of Darkness (2007),horror
106868,Breaking the Girls (2013) ,"crime, lesbian, thriller"
106870,Grave Encounters 2 (2012),"sequel, horror"
106873,Evangelion: 3.0 You Can (Not) Redo (2012),"action, enigmatic, series, anime, drama, animation, philosophy, uncomfortable, confusing"
106877,My Piece of the Pie (Ma part du gÃ¢teau) (2011),"comedy, drama"
106879,Fright Night 2: New Blood (2013),horror
106881,Sweetwater (2013),"western, thriller"
106883,All is Bright (2013),"comedy, drama, amateur"
106887,True Heart (1997),"children, drama, adventure"
106889,Tim's Vermeer (2013),"documentary, teller, artist, artistic, obsession, etaege"
106892,After Tiller (2013),"abortion, documentary, medicine, bd-r"
106895,Lovecraft: Fear of the Unknown (2008),"documentary, biographical"
106897,Stuck Between Stations (2011),"comedy, romance, drama"
106906,Gamera vs. Barugon (1966),"action, gamera, psychopath, japan, kaiju, japanese, fantasy, b-movie, sci-fi"
106910,Legally Blondes (2009),"comedy, children"
106914,Rouva presidentti (2012),"documentary, president"
106916,American Hustle (2013),"romance, costumes, soundtrack, bittersweet, dvd-video, r, usa, slow, long, drama, corruption, predictable, divx, anti-hero, politics, mobster, scams, oscar, bd-video, cons, light, director-screenwriter, crime"
106918,"Secret Life of Walter Mitty, The (2013)","greenland, photograph, romance, soundtrack, camera-motion-sickness, travel, workplace, obvious, boring, iceland, usa, comedy, drama, reviewed, photographer, dating, remake, afghanistan, imagination, scenic, surreal, adventure, magazines, photography, inspirational"
106920,Her (2013),"romance, original, embarrasing, ending, quirky, retro-futuristic, thought-provoking, ukulele, bittersweet, technology, travel, sci-fi, boring, sad, slow, challenging, drama, singularity, transit, letters, predictable, landscape, perfect, beautiful, dystopia, acting, shanghai, phylosophycal, mustache, philosophical, heterosexuality, architecture, polyamory, score, relationships, trains, intelligent, transhumanism, psychology, love, loneliness, unrealistic"
106922,New Tale of Zatoichi (Shin ZatÃ´ichi monogatari) (ZatÃ´ichi 3) (1963),"action, zatoichi, drama, japan, seen, criterion"
106924,Zatoichi the Fugitive (ZatÃ´ichi kyÃ´jÃ´-tabi) (ZatÃ´ichi 4) (1963),"action, zatoichi, yakuza, drama, samurai, seen, criterion"
106927,RoboGeisha (Robo-geisha) (2009),"action, comedy, sci-fi"
106967,"April Fools, The (1969)","comedy, romance, drama"
106970,Captain Abu Raed (2007),drama
106972,"Man You Had in Mind, The (2006)","documentary, queer"
106981,"Cosmonaut, The (2013)","drama, sci-fi"
106983,Young & Beautiful (2013),"virginity, drama, sexual, simple, repeating"
106986,"Life and Adventures of Santa Claus, The (1985)","children, hyman, musical, christmas, claymation, santa, animation, short, holiday, origin, quotable"
106988,Carmina or Blow Up (Carmina o revienta) (2012),"comedy, drama, gross, andalusia, family"
106990,Malta G.C. (1942),"documentary, war, short, malta, propaganda, bombing"
106992,Cousin Angelica (La prima AngÃ©lica) (1974),drama
106994,Baboona (1935),"documentary, adventure"
106996,Stakeout on Dope Street (1958),"bd-r, drama, crime"
106998,Zatoichi Goes to the Fire Festival (ZatÃ´ichi abare-himatsuri) (ZatÃ´ichi 21) (1970),"action, zatoichi, drama, japan, seen, criterion"
107000,"Challenger Disaster, The (2013)","history, nasa, drama, space"
107002,Linsanity (2013),"sports, documentary, basketball"
107004,Some Girl(s) (2013),"comedy, drama"
107011,MÃºsica Campesina (Country Music) (2011),"comedy, drama"
107013,"Christmas Carol, A (1977)","fantasy, drama"
107017,Open Grave (2013),"thriller, horror, apocalypse, mystery"
107020,"Dead Next Door, The (1989)",horror
107022,Ski Patrol (1940),"action, war"
107024,Sel8nne (2013),"sports, documentary, hockey, biography"
107028,"Fourth Angel, The (2001)","action, drama, thriller"
107032,Route 666 (2001),"action, horror, thriller"
107039,"Rat Race, The (Garson Kanin's The Rat Race) (1960)","comedy, romance, drama"
107042,Six by Sondheim (2013),"documentary, cool, funny"
107050,Straight from the Heart (2003),"action, romance, horses, western, drama, photographer, adventure"
107052,"Punk Singer, The (2013)","documentary, musicians"
107055,"Dead Pit, The (1989)",horror
107057,Dead Set (2008),"horror, comedy, drama, zombies, apocalypse"
107059,Dead Silence (1997),"action, drama, thriller"
107061,Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: ByÃ»tifuru dorÃ®mÃ¢) (1984),"comedy, fantasy, animation, vistavision"
107065,I-See-You.Com (2006),comedy
107067,Pianomania (2009),documentary
107069,Lone Survivor (2013),"action, afghanistan, friendship, seals, drama, war, thriller, unnecessary-suffering, military"
107075,"Christmas Carol, A (1997)","fantasy, drama, animation"
107077,"Christmas Carol: The Musical, A (Christmas Carol, A) (2004)","fantasy, musical, drama"
107079,"Fairly Odd Christmas, A (2012)","fantasy, children"
107081,Zatoichi on the Road (ZatÃ´ichi kenka-tabi) (ZatÃ´ichi 5) (1963),"action, zatoichi, yakuza, drama, japan, seen, criterion"
107083,Geography Club (2013),"romance, heartwarming, comedy, drama, misfits, queer, loneliness"
107085,Measuring the World (Die Vermessung der Welt) (2012),"drama, adventure"
107096,Three Stars (2010),"restaurant, documentary, business"
107098,"Noose, The (Petla) (1958)",drama
107100,Sambizanga (1973),drama
107102,My Amityville Horror (2012),"documentary, ghosts"
107106,Dead Weekend (1995),"comedy, sci-fi"
107115,"Fairly Odd Movie: Grow Up, Timmy Turner!, A (2011)","fantasy, children"
107117,"Armstrong Lie, The (2013)","documentary, cycling, sports, corruption, drugs"
107128,"Blood Relatives (Liens de sang, Les) (1978)","thriller, drama, crime, mystery"
107130,"Adventure in Space and Time, An (2013)","england, bd-r, documental, drama, history, bbc, affectionate, doctors"
107132,Mountaintop Motel Massacre (1986) ,"horror, slasher, thriller"
107137,Star Trek: Of Gods and Men (2007),"action, space, adventure, sci-fi"
107141,Saving Mr. Banks (2013),"disney, comedy, bd-video, drama, writers, historical, tragic"
107143,Kinbaku (2010),"documentary, religion"
107145,Cockpit (2012),"aviation, comedy"
107147,Last Winter (L'hiver dernier) (2011),drama
107153,"Frozen Dead, The (1966)","horror, sci-fi"
107155,Captive Women (1000 Years from Now) (3000 A.D.) (1952),"post-apocalyptic, sci-fi"
107157,"Boy and the Pirates, The (1960)","fantasy, adventure"
107159,Zatoichi and the Chest of Gold (ZatÃ´ichi senryÃ´-kubi) (ZatÃ´ichi 6) (1964),"action, zatoichi, drama, blood, disjointed, seen, criterion"
107161,Zatoichi's Flashing Sword (ZatÃ´ichi abare tako) (ZatÃ´ichi 7) (1964),"action, zatoichi, yakuza, drama, japan, fireworks, seen, criterion"
107172,Ways to Live Forever (2010),"cancer, children, drama, death"
107174,La Rabbia (1963),documentary
107176,Visions of Europe (2004),"comedy, drama"
107178,Ghetto (Vilniaus Getas) (2006),war
107183,"Battle of amfAR, The (2013)","documentary, disease, aids"
107185,Blue Sunshine (1978),"bd-r, horror, thriller"
107188,Adventures of Zatoichi (ZatÃ´ichi sekisho yaburi) (ZatÃ´ichi 9) (1964),"action, zatoichi, drama, seen, criterion"
107194,Edmund Kean: Prince Among Lovers (Kean) (1924),drama
107196,Is the Man Who Is Tall Happy? (2013),"documentary, intellectual, animation, philosophical, quirky"
107199,Reel Rock 8 (2013) ,documentary
107202,Reel Rock 7 (2012) ,documentary
107204,Outbound (Periferic) (2010),"action, drama"
107207,All Things to All Men (2013),"crime, thriller"
107209,The Outsider (2014),"action, drama, crime"
107213,"Truth About Emanuel, The (2013)","delusion, drama, loss, thriller"
107215,Midnight Clear (2006),drama
107217,The Nutcracker in 3D (2009),"action, nazis, children, musical, toys, fantasy, klimt, vienna"
107224,"Wipers Times, The (2013)",war
107226,"Storm in Summer, A (2000)",drama
107230,Deadbolt (1992),thriller
107232,"Deadly Spawn, The (1983)","horror, sci-fi"
107234,Deadly Surveillance (1991),"action, drama, thriller"
107236,Those Daring Young Men in Their Jaunty Jalopies (1969),"comedy, romance, crime, adventure"
107238,Rhythm of a Crime (Ritam zlocina) (1981),"drama, crime"
107241,Cowboy del Amor (2005),documentary
107243,Gregoire Moulin vs. Humanity (GrÃ©goire Moulin contre l'humanitÃ©) (2001),"romance, soccer, comedy, football, paris, sports, night"
107248,"Night of the Hunted, The (Nuit des traquÃ©es, La) (1980)","horror, sci-fi"
107252,Island at War (2004),"drama, war"
107262,Zatoichi and the Doomed Man (ZatÃ´ichi sakate giri) (ZatÃ´ichi 11) (1965),"action, zatoichi, drama, seen, criterion"
107264,Zatoichi's Revenge (ZatÃ´ichi nidan-kiri) (ZatÃ´ichi 10) (1965),"action, zatoichi, drama, brothel, seen, criterion"
107266,I Heart Monster Movies (2012),"documentary, horror"
107268,Deadly Voyage (1996),"drama, thriller"
107270,Decampitated (1998),"comedy, horror"
107274,"Deep, The (DjÃºpiÃ°) (2012)","catastrophe, drama"
107278,Lips of Blood (LÃ¨vres de sang) (1975),horror
107281,"Gentlemen Don't Eat Poets (Grotesque, The) (1995)","comedy, horror, drama"
107289,American Raspberry (Prime Time) (Funny America) (1977),"dvd-video, comedy"
107295,"Last Ride, The (2012)",drama
107297,Hava Nagila: The Movie (2012),"comedy, musical, documentary"
107299,"Bling Ring, The (2011)",drama
107302,"Perfect Man, A (2013)",drama
107304,Gurren Lagann: Childhood's End (GekijÃ´ ban Tengen toppa guren ragan: Guren hen) (2008),"anime, drama, animation, war, badass, adventure, willpower, masculinity, mecha, sci-fi"
107306,Gurren Lagann: The Lights in the Sky are Stars (GekijÃ´ ban Tengen toppa guren ragan: Ragan hen) (2009),"anime, drama, animation, war, space, badass, adventure, willpower, masculinity, mecha, sci-fi"
107309,Una Noche (2012),"cuba, caribbean, drama, havana"
107312,Lady and the Tramp II: Scamp's Adventure (2001),"children, animation, adventure"
107314,Oldboy (2013),"action, remake, adaptation, original, revenge, gore, drama, mystery"
107316,WW III: World War III (Der 3. Weltkrieg) (1998),"documentary, war, mockumentary"
107328,"Shiver of the Vampires, The (Frisson des vampires, Le) (1971)",horror
107334,"Sucker, The (Corniaud, Le) (1965)",comedy
107338,Dampfnudelblues (2013),"comedy, crime, humor"
107342,Zatoichi and the Chess Expert (ZatÃ´ichi Jigoku tabi) (ZatÃ´ichi 12) (1965),"action, zatoichi, drama, seen, criterion"
107344,Zatoichi's Vengeance (ZatÃ´ichi no uta ga kikoeru) (ZatÃ´ichi 13) (1966),"action, zatoichi, drama, japan, seen, criterion"
107346,Zatoichi's Pilgrimage (ZatÃ´ichi umi o wataru) (ZatÃ´ichi 14) (1966),"action, zatoichi, drama, seen, criterion"
107348,Anchorman 2: The Legend Continues (2013),"television, comedy, silly, journalism, cnn, goofy, funny, sequel, news"
107350,Escape Fire: The Fight to Rescue American Healthcare (2012),"documentary, medicine"
107352,Killing Lincoln (2013),"history, drama, war"
107354,Good Ol' Freda (2013),"beatles, documentary, musicians"
107357,Call Me Crazy: A Five Film (2013),drama
107359,What If... (An...) (2012),"romance, drama"
107361,Unbeatable (Ji zhan) (2013),"boxing, action, sports, drama"
107368,Sarah Silverman:  We Are Miracles (2013),comedy
107370,Footprints on the Moon (Le orme) (Primal Impulse) (1975),"thriller, mystery"
107372,Happy Family (2010),comedy
107380,Mike Tyson:  Undisputed Truth (2013),"boxing, comedy, sports"
107382,Whoopi Goldberg Presents Moms Mabley (2013),documentary
107397,"Take Her, She's Mine (1963)",comedy
107400,Bonnie and Clyde (2013),"documentary, drama, crime, history"
107402,Christmas Eve (1947),"comedy, drama"
107404,"Executioner, The (Massacre Mafia Style) (1978)","bd-r, drama, crime, thriller"
107406,Snowpiercer (2013),"gnosticism, socialism, wintry, distopia, korean, sci-fi, action, illogical, boring, dystopian, drama, getdvd, dystopia, violence, bd-video, train, metropolis, surreal, cannibalism, revolution, drugs, heavy-handed, scifi, trains, stylish, allegory, snow, post-apocalyptic, story"
107408,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),"comedy, inspirational, music, drama, war, wwii"
107410,Guest from the Future (Gostya iz buduschego) (1985),"inspirational, drama, science, adventure, future, sci-fi"
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)","comedy, romance"
107418,Phase 7 (2011),"comedy, thriller, sci-fi"
107422,Hellbound? (2012),documentary
107424,Demon Wind (1990),horror
107426,Demons 2 (DÃ¨moni 2... l'incubo ritorna) (1986),horror
107434,Diplomatic Immunity (2009â ),comedy
107436,Haunter (2013),"horror, boring, netflix, groundhogs, ghosts, thriller, mystery, supernatural"
107445,"Big Fix, The (1978)","comedy, thriller, mystery"
107447,Wrong Cops (2013),"comedy, music, quirky, police, crime"
107449,"Muppet Christmas: Letters to Santa, A (2008)","comedy, children, puppets, christmas"
107456,"Great Diamond Robbery, The (1992)","comedy, crime"
107458,Diving In (1990),"comedy, drama"
107460,La guerre des tuques (1984),"comedy, children, drama, adventure"
107462,Ninja: Shadow of a Tear (2013),"action, crime, thriller"
107466,Always (1985),"comedy, drama"
107477,Trinity: Gambling for High Stakes (Odds and Evens) (Pari e dispari) (1978),"comedy, crime"
107484,James Gandolfini: Tribute to a Friend (2013),documentary
