movie_id,title,all_tags
81180,30 Days of Night: Dark Days (2010),"illogical, vampire, horror, sequels, thriller, vampires"
81182,No Mercy (Yongseoneun Eupda) (2010),thriller
81184,"Short Film About John Bolton, A (2003)","mystery, fantasy, horror"
81191,Waiting for Superman (2010),"injustice, motivation, education, documentary, sad, redbox, depressing, schools, heartbreaking, accountability, educational, teacher, teachers, unions, literacy"
81193,"West Point Story, The (1950)","musical, comedy"
81195,Perrier's Bounty (2009),"action, comedy, crime, drama"
81198,Where Love Has Gone (1964),drama
81200,Suzy (1936),drama
81204,"Disappeared, The (2008)",horror
81214,"Fox, The (1967)",drama
81216,"Frogmen, The (1951)","adventure, drama, war"
81225,Jerry Springer: The Opera (2005),"musical, comedy, fantasy"
81229,Red (2010),"action, espionage, comedy, murder, assassination, hunted, spy, contrived, cia, retirement, retirees, aging, hilarious, conspiracy, unbelievable, assassin"
81238,Zeisters (Fat Guy Goes Nutzoid) (1986),comedy
81243,Strip-tease (1963),drama
81248,The Other Side of the Mountain (1975),"betamax, drama"
81250,"Actress, The (1953)","comedy, drama"
81257,In a Better World (HÃ¦vnen) (2010),"annemari, bullying, education, drama, justice, surgery, bombs, vengeance, revenge, friendship, philosophical, africa, school, denmark"
81270,My Soul to Take (2010),"original, thriller, horror"
81274,Under the Stars (Bajo las estrellas) (2007),drama
81276,South of the Border (2009),"politics, cia, documentary"
81281,"Architect, The (2006)","drama, dvd-video"
81305,Eyes Wide Open (Einayim Petukhoth) (2009),"drama, understated, hebrew, cinematography, israeli, subtle, haredi"
81312,Borderland (2007),"thriller, crime, torture, horror"
81314,Big Game (2008),"action, thriller, drama"
81316,Deadline (2009),"thriller, drama, horror"
81322,Nicht alle waren MÃ¶rder (2006),"drama, war"
81324,"Day in the Life, A (2009)","thriller, crime, drama"
81328,"Hunt, The (Caza, La) (1966)","thriller, drama"
81330,My Kidnapper (2010),documentary
81333,It Rains in My Village (Bice skoro propast sveta) (1968),drama
81347,Vivere (2007),"romance, cinematography, drama"
81349,Provocateur (Prowokator) (1995),drama
81351,"Olsen Gang, The (Olsen-Banden) (1968)","comedy, crime"
81355,"Employment, The (Empleo, El) (2008)","short, comedy, drama, animation, thought-provoking, bizzare"
81357,"Pear Tree, The (Derakhte Golabi) (1998)","romance, drama"
81359,"Road, Movie (2009)","comedy, drama, fantasy"
81362,Whisper (2007),"thriller, crime, drama, horror"
81364,"Box, The (2007)","thriller, crime"
81366,"Only Son, The (Hitori musuko) (1936)","criterion, drama"
81371,There Was a Father (Chichi ariki) (1942),"criterion, drama"
81381,"Perfect Human, The (Perfekte Menneske, Det) (1967)",documentary
81383,Heartbreaker (L'Arnacoeur) (2010),"netflix, comedy, romance, french, france"
81385,Of Gods and Men (Des hommes et des dieux) (2010),"god, annemari, algeria, drama, slow, atmospheric, history, monastery, monks, village, meditative, islam, dull"
81387,12 Storeys (Shier lou) (1997),"comedy, drama"
81389,"Great Ecstasy of Robert Carmichael, The (2005)","drama, horror"
81391,Eastern Plays (2009),"isolation, addiction, drama"
81393,Drum (2004),"journalism, segregation, apartheid, thriller, africa"
81396,Bombshell (1933),"dvd-r, comedy, drama, bd-r, dvd-ram, romance"
81398,Eastern Drift (IndigÃ¨ne d'Eurasie) (2010),"film-noir, thriller, drama"
81403,"Gendarme Gets Married, The (Le gendarme se marie) (1968)",comedy
81405,Zero Degrees of Separation (2005),"problematic, documentary"
81411,Voyage to Cythera (Taxidi sta Kythira) (1984),drama
81413,"Girlfriends, The (Le amiche) (1955)","romance, drama"
81415,"Chicken, the Fish and the King Crab, The (El pollo, el pez y el cangrejo real) (2008)",documentary
81417,Paranormal Activity 2 (2010),"supernatural, horror, redbox, prequel, boring, imax, tedious, predictable, handycam, franchise, sequel"
81424,R (2010),"prison, drama"
81427,Born to Raise Hell (2010),"bucharest, kaf, action, stereotypes, house"
81429,"Maze, The (2010)",horror
81432,"Finances of the Grand Duke, The (Die Finanzen des GroÃherzogs) (1924)",comedy
81435,"Haunted Castle, The (SchloÃ Vogeloed) (1921)","mystery, crime, drama, horror"
81441,MitÃ¤ meistÃ¤ tuli (2009),"thriller, crime, drama"
81443,Counsellor at Law (1933),"bd-r, drama"
81445,Daughter from Danang (2002),"war, documentary"
81447,"Smell of Camphor, Fragrance of Jasmine (Booye kafoor, atre yas) (2000)",drama
81451,13Hrs (2010),"adventure, mystery"
81453,Dial 1119 (1950),"film-noir, crime, drama"
81456,Heartbeats (Les amours imaginaires) (2010),"netflix, music, polyamory, drama, canadian, stylized, realistic, romance, cinematography, overrated, perfection, french, love, gay"
81495,"Countess, The (2009)","thriller, royalty, drama"
81497,"Last American Hero, The (1973)","antihero, gritty, drama, racing, moonshine, action"
81499,Tenderness (2009),"thriller, crime, drama"
81501,"Tree of Knowledge, The (Kundskabens trÃ¦) (1981)",drama
81512,Hereafter (2010),"unresolved, drama, redbox, cinematography, death, afterlife, french, fantasy"
81516,Black Death (2010),"mystery, brutality, supernatural, drama, horror, redbox, intriguing, bd-r, adventure, medieval, disease, plague, england"
81518,Afterwards (2008),mystery
81520,Undisputed III: Redemption (2010),"action, crime, drama"
81524,"Olsen Gang on the Track, The (Olsen-banden pÃ¥ sporet) (1975)","comedy, crime"
81535,Saw VII 3D - The Final Chapter (2010),"mystery, torture, horror, clever, thriller, franchise, mindfuck"
81537,Due Date (2010),"comedy, unoriginal, redbox, marijuana, masturbation"
81546,Vacation from Marriage (1945),"romance, bd-r, drama"
81548,Desire Under the Elms (1958),"romance, vistavision, drama"
81562,127 Hours (2010),"nature, intense, gory, graphic, utah, acting, drama, soundtrack, wilderness, adventure, suspense, moving, hubris, psychology, survival, pointless, slow, r, cinematography, thriller, music, determination, isolation, annemari, getdvd, redbox, wow, loneliness, stranded, hallucination, redemption"
81564,Megamind (2010),"heartwarming, superheroes, heterosexuality, gadgets, witty, dreamworks, dvd-video, animation, animated, children, science, minions, pixar, watched, anti-hero, music, comedy, redbox, superhero, romance, bd-video, imax, silly, action, sci-fi, funny"
81566,"Stranger in Me, The (Das Fremde in mir) (2008)",drama
81568,"Fuehrer's Face, Der (1942)","animation, war"
81574,"Witch Who Came from the Sea, The (1976)","thriller, horror"
81583,Quality Street (1937),"romance, comedy, bd-r, drama"
81585,Strike Up the Band (1940),"romance, musical, comedy, bd-r"
81587,Period of Adjustment (1962),"comedy, bd-r, drama"
81589,"Singing Nun, The (1966)","comedy, bd-r, drama"
81591,Black Swan (2010),"sex, mother, dance, atmospheric, metaphorical, suicide, poshlust, lesbian, gruesome, beautiful, characters, ending, camerawork, dark, emotional, hallucinations, absorbing, jealousy, soundtrack, daf, drama, clearplay, acting, creepy, intensity, erotic, stylized, preeettyyy, overrated, doppleganger, surreal, campy, suspense, psychological, mindfuck, rented, lesbians, psychology, visceral, self-mutilation, obsession, madness, insanity, r, cinematography, thriller, eerie, perfectionist, perfection, predictable, watched, kaf, subtle, mirrors, pedantic, ballet, music, horror, redbox, editing, fake, disturbing"
81610,You'll Find Out (1940),"mystery, comedy, horror, bd-r, romance, musical"
81613,Bloodbrothers (1978),drama
81615,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me? (1971),"comedy, drama"
81617,Tribute (1980),"comedy, drama"
81621,Eggs (1995),"comedy, drama"
81629,"Horse Boy, The (2009)",documentary
81631,Trail of the Screaming Forehead (2007),"science, sci-fi, comedy, parody"
81633,Dark and Stormy Night (2009),"mystery, comedy"
81637,"Turtle's Tale: Sammy's Adventures, A (2010)","adventure, animation, bd-r"
81639,Jack Goes Boating (2010),"comedy, pat, loneliness, romance, intimate, oppl, relationships"
81641,Fair Game (2010),"annemari, drama, political, redbox, politics, cia, history, thriller, corruption, rented"
81643,Flame of Barbary Coast (1945),"western, romance"
81646,Million Dollar Mermaid (1952),"musical, bd-r, drama"
81656,Woman in the Moon (By Rocket to the Moon) (Frau im Mond) (1929),"comedy, drama, dvd-video, romance, sci-fi"
81658,Flamingo Road (1949),"romance, drama"
81660,1990: The Bronx Warriors (1990: I guerrieri del Bronx) (1982),"camp, weird, betamax, gay, post-apocalyptic, action, sci-fi"
81665,Deep End (1970),"dvd-ram, romance, comedy, drama"
81667,Ten Minutes Older: The Cello (2002),"romance, musical, sci-fi, drama"
81669,"Castle, The (Das SchloÃ) (1997)","mystery, drama"
81671,"Tramp, The (Awaara) (Awara) (1951)","drama, classic, indian, romance, musical"
81673,"Small Town, The (a.k.a. The Town) (Kasaba) (1997)",drama
81676,United (2003),"romance, comedy"
81679,Roman (2006),"thriller, drama"
81681,I Shot Jesse James (1949),"western, drama, bd-r, romance, criterion"
81684,Comanche Station (1960),western
81688,Habit (1995),"romance, drama, horror"
81690,Ploy (2007),drama
81698,'R Xmas (2001),"crime, drama"
81700,Ten Skies (2004),documentary
81702,Lake Tahoe (2008),drama
81704,Lourdes (2009),drama
81708,Four Nights with Anna (Cztery noce z Anna) (2008),"thriller, crime, drama"
81711,Scared Shrekless (2010),"adventure, animation, halloween, comedy"
81713,Abelar: Tales of an Ancient Empire (Tales of an Ancient Empire) (2010),"added, fantasy"
81725,How I Ended This Summer (Kak ya provyol etim letom) (2010),"cinematography, drama"
81727,Thieves by Law (Ganavim Ba Hok) (2010),documentary
81731,"Pillars of the Earth, The (2010)","architecture, drama, added, series, medieval, romance, thriller, england"
81733,MÃ©nilmontant (1926),"comedy, drama"
81736,Hamlet (Gamlet) (1964),drama
81738,"Older Brother, Younger Sister (Ani imÃ´to) (1953)",drama
81742,Witch Way Love (Un amour de sorciÃ¨re) (1997),"comedy, fantasy"
81744,"King of Fighters, The (2010)","action, sci-fi"
81751,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),"meditative, fantasy, drama"
81753,"Magnetic Man, The (Magneettimies) (2009)","music, library, documentary"
81755,My Childhood (1972),drama
81758,Faces of Schlock (2005),"comedy, horror"
81765,Playing from the Plate (Grajacy z talerza) (1995),"mystery, fantasy, drama"
81768,"Man Who Could Work Miracles, The (1936)","comedy, bd-r, fantasy"
81770,"House, The (A Casa) (1997)",drama
81782,Unstoppable (2010),"survival, mundane, train, drama, redbox, courage, modern, cinematography, thriller, trains, pennsylvania, union, action, suspense, well-crafted"
81784,Morning Glory (2010),"comedy, drama, entertaining, unoriginal, cute, romance, sunny, predictable, disappointing"
81786,Certified Copy (Copie conforme) (2010),"etaege, drama, enigmatic, senseless, dvd, criterion, pretentious"
81788,"Next Three Days, The (2010)","crime, drama, pittsburgh, sad, redbox, jailbreak, romance, thriller, remake, naive, suspense, tense, procedural"
81791,Somewhere (2010),"drama, strippers, groupies, loneliness, boring, ending"
81795,Mein Leben - Marcel Reich-Ranicki (2009),drama
81802,Agnosia (2010),"thriller, drama"
81804,Wild Target (2010),"british, comedy, drama, romance, thriller, oppl, assassin"
81806,Vlad Tepes (Vlad &#354;epe&#351;) (1979),"dracula, drama, history, romania"
81817,Carlos (2010),"crime, drama, nudity, thriller, terrorism, biopic, criterion"
81819,Biutiful (2010),"illness, mafia, daughter, drugs, drama, ghosts, gay, corruption, immigrants, story, bleak, cinematrophy, barcelona, father, long, depth, redbox, death, chinese, cancer, paranormal"
81823,Katalin Varga (2009),"thriller, crime, drama"
81825,Eden Is West (Eden Ã  l'Ouest) (2009),drama
81831,"First Beautiful Thing, The (La prima cosa bella) (2010)","comedy, drama"
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),"british, wizards, confusing, racism, overlong, infiltrators, franchise, dark, teleportation, england, magic, ambush, london, dvd-video, adventure, prejudice, mourning, genocide, dvd, netflix, quest, wedding, boring, pacey, long, fantasy, rescue, isolation, snakes, redbox, loyalty, persecution, imax, lengthy, action"
81845,"King's Speech, The (2010)","historical, language, nation, emotional, england, historic, acting, drama, therapy, stuttering, clearplay, london, uplifting, speech, disability, overrated, class, feel-good, stutter, slow, australian, king, r, cinematography, predictable, kaf, dry, leadership, royalty, redbox, politics, brothers, bd-video, believable, war, shakespeare, friendship, stammering, inspirational"
81847,Tangled (2010),"deadpan, maximus, sunny, songs, soundtrack, endearing, dvd-video, swords, animation, mannerisms, snarker, kidnapping, children, villain, watched, tower, musical, fantasy, test, chameleon, comedy, royalty, disney, redbox, romance, bd-video, imax, flynn, singing, hair"
81851,"Last Sunset, The (1961)",western
81853,These Are the Damned (a.k.a. The Damned) (1963),"dvd-r, drama, bd-r, romance, fantasy, sci-fi"
81857,Maytime (1937),"romance, musical, drama"
81859,Neptune's Daughter (1949),"romance, musical, comedy, bd-r"
81867,Steel Toes (2006),"crime, drama"
81880,Wedding Belles (2007),"scottish, comedy, funny, drama"
81898,"Agony and the Ecstasy of Phil Spector, The (2009)","documentary, musicians"
81903,"Lost Skeleton Returns Again, The (2009)",comedy
81906,Snow and Ashes (2010),"thriller, drama, war"
81910,"Art of the Steal, The (2009)","unbalanced, documentary, greed, bd-r, art"
81925,Missing in America (2005),"drama, war"
81927,Linewatch (2008),"thriller, crime, drama"
81930,Toi et Moi (2006),"romance, comedy, drama"
81932,"Fighter, The (2010)","crackhead, drama, clearplay, sports, redbox, cliche, brothers, boxing, r, massachusetts, war, pigs, drugs, prostitution, redemption, divx"
81949,"Romantics, The (2010)","romance, comedy, drama"
81952,Feet First (1930),comedy
81954,"Dorado, El (1988)",drama
81957,"World Unseen, The (2007)","romance, drama, lesbians"
81959,"Dossier 51 (Dossier 51, Le) (1978)","crime, drama"
81962,Three (Tri) (1965),"drama, war"
81975,"Statues Also Die (Statues meurent aussi, Les) (1953)",documentary
81979,"Monk and the Fish, The (Le moine et le poisson) (1994)","musical, animation"
81981,"Toy, The (Le jouet) (1976)",comedy
81983,Bread and Alley (Nan va Koutcheh) (1970),drama
81985,My Ain Folk (1973),drama
81987,From the Clouds to the Resistance (Dalla nube alla resistenza) (1979),drama
81989,"Devil, The (Diabel) (1972)","drama, horror"
81991,Islander (2006),drama
81993,Red: Werewolf Hunter (2010),"action, fantasy, werewolves, horror"
82003,"Rendez-vous d'Anna, Les (Meetings of Anna, The) (1978)","criterion, drama"
82005,"Extra Man, The (2010)","dvd-ram, comedy"
82007,Ingeborg Holm (1913),drama
82009,Crazy on the Outside (2010),"prison, comedy, crime, predictable"
82011,Bad Family (Paha Perhe) (2010),"comedy, drama"
82013,Adrift (Choi Voi) (2009),drama
82015,M (1951),"film-noir, crime, drama, thriller, remake"
82017,"Viking, The (1928)","drama, bd-r, adventure, dvd-ram, action"
82022,"Reef, The (2010)","thriller, drama, horror"
82026,Mendy: A Question of Faith (2003),"judaism, religion, drama"
82030,"Lesson in Love, A (En lektion i kÃ¤rlek) (1954)","comedy, drama"
82032,All These Women (FÃ¶r att inte tala om alla dessa kvinnor) (1964),comedy
82035,Cocaine Cowboys II: Hustlin' With the Godmother (2008),"crime, documentary"
82037,"Tillman Story, The (2010)","military, documentary, afghanistan, rangers, death, corruption, fratricide, football"
82041,"Loved Ones, The (2009)","teen, australia, suspenseful, discomforting, torture, horror, clever, australian, gore, unexpected, cinematography, prom, b-grade, confronting"
82043,Little Red Flowers (Kan shang qu hen mei) (2006),"comedy, drama"
82045,Madam Satan (1930),"romance, musical, comedy"
82047,"Sun Also Rises, The (Tai yang zhao chang sheng qi) (2007)",drama
82049,"Hitch Hike (Autostop rosso sangue) (Naked Prey, The) (1977)","crime, drama, horror, adventure, thriller"
82051,Dishonored (1931),"drama, war"
82053,Casino Jack (2010),"comedy, crime, clearplay, politics, r, history, corruption"
82055,"Devil to Pay!, The (1930)","romance, comedy"
82059,Farewell (L'affaire Farewell) (2009),"thriller, reviewed, spy"
82061,To Paint or Make Love (Peindre ou faire l'amour) (2005),comedy
82063,Let it Rain (Parlez-moi de la pluie) (2008),"comedy, drama"
82066,London River (2009),"mystery, drama"
82068,Police (1985),"romance, crime, drama"
82070,Underworld U.S.A. (1961),"crime, drama"
82088,Vincent Wants to Sea (Vincent will meer) (2010),"drama, psychology"
82093,London Boulevard (2010),"unpredictable, gangster, crime, vindictive, london, romance, gangsters"
82095,Skyline (2010),"acting, pointless, redbox, cgi, swaggering, eyecandy, alien, dumb, insignificance, boring, thriller, plot, aliens, lengthy, action, sci-fi"
82097,Karthik Calling Karthik (2010),"thriller, comedy, drama"
82102,Sex & Drugs & Rock & Roll (2010),"comedy, drama, musicians"
82106,Last of the Red Hot Lovers (1972),"romance, comedy, dvd-video, hilarious"
82108,Against the Current (2009),drama
82110,October Country (2009),documentary
82115,Home for Christmas (Hjem til jul) (2010),drama
82119,The Reverse (2009),"romance, thriller, comedy, drama"
82121,"Verdict, The (1946)","mystery, film-noir, crime, drama, thriller"
82123,Pay or Die (1960),"crime, bd-r"
82129,"Passionate Friends, The (a.k.a. One Woman's Story) (1949)","bd-r, drama"
82131,Men in War (1957),"drama, war"
82139,Not Forgotten (2009),thriller
82141,"Brotherhood, The (1968)","crime, drama"
82143,Alone in the Wilderness (2004),"documentary, nature, alaska, wilderness, survivalist, diy, cabin"
82150,Bunny and the Bull (2009),"comedy, drama, adventure, surreal, funny"
82152,Beastly (2011),"teen, drama, romance, boring, fantasy"
82154,Get Educated: Paathshaala (2010),drama
82157,August Mordum's Underground (2003),horror
82167,Love and Other Drugs (2010),"comedy, drama, clearplay, redbox, laughs, r, romance, romantic, sickness"
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)","childish, children, magic, acting, ocean, kaleidoscope, dragons, foolish, narnia, adventure, silly, volcano, script, dialogue, fantasy, story"
82173,Tiny Furniture (2010),"quirky, comedy, boring, realism, criterion"
82175,Lovers of Hate (2010),comedy
82179,"High Wind in Jamaica, A (1965)","adventure, drama"
82182,If I Had a Million (1932),"comedy, drama, clv"
82184,Killer McCoy (1947),drama
82186,It's Alive 2: It Lives Again (1978),horror
82188,"Man I Love, The (1947)","thriller, crime, drama"
82194,Track of the Cat (1954),"western, drama"
82196,Intruder in the Dust (1949),drama
82202,"Tourist, The (2010)","espionage, venice, drama, spy, redbox, romance, italy, thriller, bland, predictable, dialogue, story"
82209,Chatroom (2010),"mystery, thriller, crime, drama"
82227,"Man Called Peter, A (1955)",drama
82235,"Story of Three Loves, The (1953)","romance, musical, drama"
82240,Suck (2009),"comedy, gothic, horror, musical, vampires"
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),"macabre, comedy, creepy, christmas, humour, wintry, sweet, original, finnish, action, bittersweet, story"
82244,13 (2010),"greed, gambling, suicide, original, thriller, remake, inhuman, hopelessness"
82246,"Human Experience, The (2008)",documentary
82261,Breaking the Maya Code (2008),"fascinating, documentary"
82269,Triple Agent (2004),"thriller, drama"
82271,Western (1997),"romance, comedy"
82274,Doppelganger (DopperugengÃ¢) (2003),"thriller, comedy"
82276,Days and Clouds (Giorni e nuvole) (2007),drama
82280,Workingman's Death (2005),documentary
82283,Secret Ceremony (1968),"thriller, bd-r, drama"
82298,Buchanan Rides Alone (1958),western
82300,Cotton Comes to Harlem (1970),"harlem, action, comedy, bd-r"
82302,Dillinger Is Dead (Dillinger Ã¨ morto) (1969),"criterion, crime, drama"
82304,"Mirror, The (Ayneh) (1997)",drama
82306,"Student Prince in Old Heidelberg, The (1927)","dvd-ram, romance, bd-r, drama"
82308,Illustrious Corpses (Cadaveri eccellenti) (1976),"mystery, thriller, crime"
82311,Hands Across the Table (1935),"romance, comedy"
82313,Nightfall (1957),"bd-r, film-noir, crime, drama"
82315,"Beau Serge, Le (1958)","bd-r, criterion, drama"
82320,Fate (Yazgi) (2001),drama
82322,"Father of My Children, The (Le pÃ¨re de mes enfants) (2009)",drama
82324,Bal (Honey) (2010),drama
82326,Seven Invisible Men (Septyni nematomi zmones) (2005),drama
82328,One Fine Spring Day (Bomnaleun ganda) (2001),drama
82330,"Blossoming of Maximo Oliveros, The (Ang pagdadalaga ni Maximo Oliveros) (2005)","comedy, drama"
82332,"Outlaw and His Wife, The (a.k.a. You and I) (Berg-Ejvind och hans hustru) (1918)",drama
82335,"Silent World, The (Le monde du silence) (1956)",documentary
82337,Four Heads Are Better Than One (Un homme de tÃªte) (1898),fantasy
82353,Solo Sunny (1980),"romance, musical, drama"
82356,Boy Interrupted (2008),"suicide, documentary, bipolar"
82358,Caribe (2004),"romance, mystery, drama"
82360,Rammbock (2010),"zombie, zombies, drama, horror"
82362,"Pyramid of Triboulet, The (La pyramide de Triboulet) (1899)",fantasy
82364,Conversation Piece (Gruppo di famiglia in un interno) (1974),drama
82366,Hatchet II (2010),"thriller, comedy, slasher, horror"
82368,Alabama's Ghost (1973),horror
82370,"Master and Margaret, The (Il maestro e Margherita) (1972)","romance, fantasy, drama"
82378,All Good Things (2010),"mystery, drama, slow, tense, redbox, creepy, awkward, lies, romance, thriller, corruption, realism, dvd, uncomfortable, docudrama, psychology"
82380,Night Catches Us (2010),"romance, drama"
82382,"Interrogation, The (Kuulustelu) (2009)",drama
82384,HÃ´tel des Invalides (1952),documentary
82386,Shades of Fern (StÃ­n kapradiny) (1984),drama
82388,"Sergeant, The (1968)",drama
82390,Different from the Others (Anders als die Andern) (1919),drama
82393,Stray Dogs (Sag-haye velgard) (2004),drama
82395,Saving Shiloh (2006),"children, drama"
82397,"Last Summer of La Boyita, The (El Ãºltimo verano de la Boyita) (2009)",drama
82420,Pray the Devil Back to Hell (2008),"africa, documentary, liberia"
82438,Tali-Ihantala 1944 (2007),"action, drama, war"
82447,"Tomorrow, When the War Began (2010)","australia, drama, australian, raw, enemy, survivalist, teenage, countryside, adventure, romance, reviewed, action"
82449,I Love You Too (2010),comedy
82452,Frozen (2007),"musical, feminism, drama, disney"
82454,Days of Glory (1944),"russians, drama, guerrillas, romance, wwii, germans, war"
82459,True Grit (2010),"historical, atmospheric, dd, characters, beautiful, costumes, sheriff, camerawork, dark, straight-faced, acting, justice, cowboy, mumbly, guns, remake, gunfight, humorless, western, miscast, slow, texas, cinematography, boring, revenge, predictable, annemari, talky, action"
82461,Tron: Legacy (2010),"techno, murder, political, cyberpunk, motorcycle, superficial, atmospheric, skydiving, ethics, relaunch, scenic, futuristic, philosophy, stylish, soundtrack, colorful, dystopia, stylized, adventure, dvd-video, cyber, epic, dialogue, sleek, technology, story, visual, overreaching, airport, graphics, cinematography, predictable, pseudo-philosophical, innovative, music, computers, redbox, bd-video, imax, plot, action, sci-fi, religion, sequel"
82463,Another Year (2010),"netflix, annemari, british, seasons, drama, drinking, loneliness, boring, friendship, depressing, bittersweet, bland, relationships, divx"
82465,It's Alive III: Island of the Alive (1987),"sci-fi, comedy, drama, horror"
82467,Forever Amber (1947),drama
82469,Billy the Kid (1941),"western, drama"
82476,Interrupted Melody (1955),"musical, drama"
82491,Cooperstown (1993),drama
82499,How Do You Know (2010),"comedy, drama, redbox, confusing, romance, boring, romantic, predictable, relationships"
82525,NÃ¶madak TX (2006),"musical, documentary"
82527,Barney's Version (2010),"annemari, drama, drinking, jewish, realistic, wedding, death, funny"
82529,Soo (Art of Revenge) (2007),"action, thriller, crime, drama"
82531,One Foot in Heaven (1941),drama
82534,"Company Men, The (2010)","corporations, family, drama, business, greed, clueless, unemployment, work"
82536,"Mad Miss Manton, The (1938)","romance, mystery, comedy, crime"
82564,"Last of the Mohicans, The (1936)","adventure, bd-r, drama, war"
82567,Riffraff (1936),"crime, drama"
82581,Dying Breed (2008),"thriller, horror"
82584,"Great Waltz, The (1938)","romance, musical, bd-r, drama"
82589,Mother and Child (2009),"touching, soundtrack, drama, adoption, emotional"
82591,Adventures of Power (2008),"musical, comedy"
82593,How to Seduce Difficult Women (2009),comedy
82595,Great Communist Bank Robbery (Marele jaf comunist) (2004),"documentary, history, jews, communism, robbery, romania"
82597,"Catered Affair, The (1956)","romance, comedy, bd-r, drama"
82602,Titanic Town (1998),drama
82606,Life in Flight (2008) ,drama
82608,Zerophilia (2005),"romance, comedy"
82631,Duelist (Hyeongsa) (2005),"action, mystery"
82633,"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko) (1968)","vampire, drama, horror, romance, samurai, fantasy, criterion"
82635,Glue (2006),drama
82638,Under the Sun of Satan (Sous le soleil de Satan) (1987),drama
82641,"One-Armed Swordsman, The (Dubei dao) (1967)","action, drama"
82643,Top of the Food Chain (a.k.a. Invasion!) (1999),"sci-fi, comedy, horror"
82667,I Saw the Devil (Akmareul boatda) (2010),"hunting, brutality, crime, murder, torture, crazy, stupid, gore, violence, slasher, loss, thriller, revenge, predictable, disturbing, suspense, korea"
82669,"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L') (1975)","thriller, horror"
82671,7 Virgins (7 vÃ­rgenes) (2005),"crime, drama"
82673,Unmade Beds (2009),"comedy, drama"
82676,Hannie Caulder (1971),"western, comedy, crime, drama"
82678,"Breach, The (Rupture, La) (1970)","thriller, drama"
82680,Stars in My Crown (1950),"western, drama"
82682,Mickey One (1965),"crime, drama"
82684,Trash Humpers (2009),"wierd, trash, meaningless, drama"
82698,Demonic Toys (1992),"comedy, fantasy, horror"
82701,Life Is All You Get (Das Leben ist eine Baustelle.) (1997),"comedy, drama"
82703,We Are The Night (Wir sind die Nacht) (2010),"vampire, drama, horror, fantasy, dark"
82705,"Desert of the Tartars, The (Deserto dei Tartari, Il) (1976)","drama, war"
82711,Valley of the Bees (ÃdolÃ­ vcel) (1968),drama
82713,"Devil's Trap, The (DÃ¡blova past) (1962)",drama
82715,Morsian yllÃ¤ttÃ¤Ã¤ (1941),comedy
82722,"Sarah, Plain and Tall (1991)","historical, children, drama, authentic, beautiful, simple"
82726,Black Sheep (Schwarze Schafe) (2006),"comedy, berlin"
82732,New York Confidential (1955),"film-noir, crime, drama"
82739,"Garfield Christmas Special, A (1987)","comedy, children, tv, animation, musical"
82744,Faster (2010),"acting, crime, drama, redbox, editing, cliche, nonlinear, characters, revenge, action"
82747,"Insect Woman, The (Nippon konchÃ»ki) (1963)","bd-r, criterion, drama"
82749,Pigs and Battleships (Hogs and Warships) (The Flesh Is Hot) (Buta to gunkan) (1961),"comedy, crime, drama, satire, criterion"
82751,From B Movie to Cult Film: Western (2005),"adventure, documentary"
82753,Life As a Fatal Sexually Transmitted Disease (Zycie jako smiertelna choroba przenoszona droga plciowa) (2000),drama
82759,On the Silver Globe (Na srebrnym globie) (1988),sci-fi
82765,Little Big Soldier (Da bing xiao jiang) (2010),"comedy, drama, adventure, war, anti-war, action"
82767,Rabbit Hole (2010),"drama, redbox, emotional, boring, melancholic, funny"
82770,Nights and Weekends (2008),drama
82772,Hotte in Paradise (Hotte im Paradies) (2003),drama
82834,Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956),"comedy, drama, betamax, romance, criterion"
82836,"Life of Reilly, The (2006)",comedy
82840,"Home Song Stories, The (2007)",drama
82842,"Lottery, The (2010)","biased, education, drama, documentary"
82848,One Week (1920),"short, comedy"
82850,Convict 13 (1920),comedy
82852,Little Fockers (2010),"hilarious, comedy, redbox, predictable"
82854,Gulliver's Travels (2010),"comedy, redbox, adventure, travesty, fantasy"
82857,Sweetgrass (2009),"western, documentary, nature, adventure, cowboy, boring, cowboys, montana, depressing"
82877,Moonlight Serenade (2009),"romance, musical"
82902,Chori Chori Chupke Chupke (2001),"romance, drama"
82904,"Return of the King, The (1980)","adventure, animation, characters, musical, fantasy, story"
82906,Baghban (2003),"romance, drama"
82909,Take the High Ground! (1953),"comedy, drama, war"
82911,"Cowboy and the Lady, The (1938)","western, romance, comedy, drama"
82915,"Tiger's Tail, The (2006)","mystery, comedy, crime, drama, thriller"
82917,Blood and Concrete (Blood & Concrete: A Love Story) (1991),"comedy, crime"
82920,Thirst (a.k.a. Three Strange Loves) (TÃ¶rst) (1949),"criterion, drama"
82926,Klown: The Movie (Klovn) (2010),"crazy, children, comedy, danish, recklessness, prostitution, canoeing, hospital, fatherhood, relationships"
82928,Nude Nuns with Big Guns (2010),"comedy, b-movie, lesbian, nuns, action, cruel, story"
